utt_id,file,sentence,entity,label,start_char,end_char
1272-128104-0008,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\128104\1272-128104.trans.txt,AS FOR ETCHINGS THEY ARE OF TWO KINDS BRITISH AND FOREIGN,TWO,CARDINAL,28,31
1272-128104-0009,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\128104\1272-128104.trans.txt,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,US,GPE,173,175
1272-128104-0010,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\128104\1272-128104.trans.txt,NEAR THE FIRE AND THE ORNAMENTS FRED BROUGHT HOME FROM INDIA ON THE MANTEL BOARD,FIRE,ORG,9,13
1272-128104-0013,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\128104\1272-128104.trans.txt,MISTER QUILTER HAS MISSED HIS CHANCE FOR HE HAS FAILED EVEN TO MAKE HIMSELF THE TUPPER OF PAINTING,QUILTER,PERSON,7,14
1272-135031-0003,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,THE LITTLE GIRL HAD BEEN ASLEEP,ORG,0,31
1272-135031-0003,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,DOOR,ORG,70,74
1272-135031-0004,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,THE KING HAS FLED IN DISGRACE AND YOUR FRIENDS ARE ASKING FOR YOU,DISGRACE,GPE,21,29
1272-135031-0010,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,US,GPE,118,120
1272-135031-0015,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,THE METAL FOREST IS IN THE GREAT DOMED CAVERN THE LARGEST IN ALL OUR DOMINIONS REPLIED KALIKO,DOMINIONS,ORG,69,78
1272-135031-0022,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,TRUE AGREED KALIKO,TRUE AGREED,ORG,0,11
1272-135031-0023,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,KALIKO WENT TO THE BIG GONG AND POUNDED ON IT JUST AS RUGGEDO USED TO DO BUT NO ONE ANSWERED THE SUMMONS,KALIKO WENT,ORG,0,11
1272-135031-0024,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,GONG,ORG,61,65
1272-135031-0024,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\135031\1272-135031.trans.txt,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,DISCARDED RUBY CROWN,ORG,111,131
1272-141231-0001,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,SWEAT COVERED BRION'S BODY TRICKLING INTO THE TIGHT LOINCLOTH THAT WAS THE ONLY GARMENT HE WORE,BRION,ORG,14,19
1272-141231-0004,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,ONE MINUTE A VOICE SAID AND THE TIME BUZZER SOUNDED,ONE MINUTE,TIME,0,10
1272-141231-0004,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,ONE MINUTE A VOICE SAID AND THE TIME BUZZER SOUNDED,TIME,ORG,32,36
1272-141231-0006,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THE BUZZER'S WHIRR TRIGGERED HIS MUSCLES INTO COMPLETE RELAXATION,BUZZER,ORG,4,10
1272-141231-0012,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,I'M HERE BECAUSE THE MATTER IS OF UTMOST IMPORTANCE AND BRANDD IS THE ONE I MUST SEE NOW STAND ASIDE,BRANDD,ORG,56,62
1272-141231-0016,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,TEN SECONDS,TEN SECONDS,TIME,0,11
1272-141231-0020,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,THRUST,ORG,5,11
1272-141231-0020,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,STRONGER,ORG,41,49
1272-141231-0022,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE,TWO,CARDINAL,78,81
1272-141231-0022,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE,INEXTRICABLY,ORG,87,99
1272-141231-0022,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE,ONE,CARDINAL,112,115
1272-141231-0023,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS,TWO,CARDINAL,95,98
1272-141231-0024,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THIS IS PHYSICALLY IMPOSSIBLE WHEN CONSCIOUS,CONSCIOUS,ORG,35,44
1272-141231-0025,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,OTHERS HAD DIED BEFORE DURING THE TWENTIES AND DEATH DURING THE LAST ROUND WAS IN SOME WAYS EASIER THAN DEFEAT,DEFEAT,ORG,104,110
1272-141231-0027,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,SECOND,ORDINAL,52,58
1272-141231-0028,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,IROLG LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED,ATTACK,ORG,46,52
1272-141231-0030,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR,BRION SAW SOMETHING CLOSE,ORG,0,25
1272-141231-0031,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,A WAVE OF DESPAIR ROLLED OUT FROM IROLG BRION SENSED IT AND KNEW THE FIFTH POINT WAS HIS,FIFTH,ORDINAL,69,74
1272-141231-0032,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1272\141231\1272-141231.trans.txt,THEN THE POWERFUL TWIST THAT THRUST IT ASIDE IN AND UNDER THE GUARD,GUARD,ORG,62,67
1462-170138-0001,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,HUGH'S WRITTEN A DELIGHTFUL PART FOR HER AND SHE'S QUITE INEXPRESSIBLE,HUGH,ORG,0,4
1462-170138-0002,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,I HAPPEN TO HAVE MAC CONNELL'S BOX FOR TONIGHT OR THERE'D BE NO CHANCE OF OUR GETTING PLACES,MAC,ORG,17,20
1462-170138-0002,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,I HAPPEN TO HAVE MAC CONNELL'S BOX FOR TONIGHT OR THERE'D BE NO CHANCE OF OUR GETTING PLACES,TONIGHT,TIME,39,46
1462-170138-0003,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,ALEXANDER EXCLAIMED MILDLY,ALEXANDER EXCLAIMED MILDLY,ORG,0,26
1462-170138-0005,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,DO YOU KNOW ALEXANDER MAINHALL LOOKED WITH PERPLEXITY UP INTO THE TOP OF THE HANSOM AND RUBBED HIS PINK CHEEK WITH HIS GLOVED FINGER DO YOU KNOW I SOMETIMES THINK OF TAKING TO CRITICISM SERIOUSLY MYSELF,SERIOUSLY MYSELF,PERSON,186,202
1462-170138-0009,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,IT'S DELIGHTFUL TO HEAR IT IN A LONDON THEATRE,LONDON,GPE,32,38
1462-170138-0010,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,WHEN SHE BEGAN TO DANCE BY WAY OF SHOWING THE GOSSOONS WHAT SHE HAD SEEN IN THE FAIRY RINGS AT NIGHT THE HOUSE BROKE INTO A PROLONGED UPROAR,HOUSE,ORG,105,110
1462-170138-0011,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,AFTER HER DANCE SHE WITHDREW FROM THE DIALOGUE AND RETREATED TO THE DITCH WALL BACK OF PHILLY'S BURROW WHERE SHE SAT SINGING THE RISING OF THE MOON AND MAKING A WREATH OF PRIMROSES FOR HER DONKEY,DIALOGUE,ORG,38,46
1462-170138-0012,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,MAC CONNELL LET ME INTRODUCE MISTER BARTLEY ALEXANDER,MAC,ORG,0,3
1462-170138-0013,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,THE PLAYWRIGHT GAVE MAINHALL A CURIOUS LOOK OUT OF HIS DEEP SET FADED EYES AND MADE A WRY FACE,WRY,ORG,86,89
1462-170138-0015,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,I DARE SAY IT'S QUITE TRUE THAT THERE'S NEVER BEEN ANY ONE ELSE,ONE,CARDINAL,55,58
1462-170138-0017,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,SIR HARRY TOWNE BOWED AND SAID THAT HE HAD MET MISTER ALEXANDER AND HIS WIFE IN TOKYO,SIR,ORG,0,3
1462-170138-0017,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,SIR HARRY TOWNE BOWED AND SAID THAT HE HAD MET MISTER ALEXANDER AND HIS WIFE IN TOKYO,HARRY TOWNE BOWED,PERSON,4,21
1462-170138-0017,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,SIR HARRY TOWNE BOWED AND SAID THAT HE HAD MET MISTER ALEXANDER AND HIS WIFE IN TOKYO,ALEXANDER,PERSON,54,63
1462-170138-0017,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,SIR HARRY TOWNE BOWED AND SAID THAT HE HAD MET MISTER ALEXANDER AND HIS WIFE IN TOKYO,TOKYO,GPE,80,85
1462-170138-0021,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,HE BOWED AS THE WARNING BELL RANG AND MAINHALL WHISPERED YOU KNOW LORD WESTMERE OF COURSE THE STOOPED MAN WITH THE LONG GRAY MUSTACHE TALKING TO LADY DOWLE,DOWLE,ORG,150,155
1462-170138-0023,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,IN THE HALF LIGHT HE LOOKED ABOUT AT THE STALLS AND BOXES AND SMILED A LITTLE CONSCIOUSLY RECALLING WITH AMUSEMENT SIR HARRY'S JUDICIAL FROWN,HARRY'S,PERSON,119,126
1462-170138-0024,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,HE LEANED FORWARD AND BEAMED FELICITATIONS AS WARMLY AS MAINHALL HIMSELF WHEN AT THE END OF THE PLAY SHE CAME AGAIN AND AGAIN BEFORE THE CURTAIN PANTING A LITTLE AND FLUSHED HER EYES DANCING AND HER EAGER NERVOUS LITTLE MOUTH TREMULOUS WITH EXCITEMENT,EXCITEMENT,ORG,241,251
1462-170138-0027,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170138\1462-170138.trans.txt,IT WAS YOUTH AND POVERTY AND PROXIMITY AND EVERYTHING WAS YOUNG AND KINDLY,KINDLY,ORG,68,74
1462-170142-0000,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,THE LAST TWO DAYS OF THE VOYAGE BARTLEY FOUND ALMOST INTOLERABLE,INTOLERABLE,ORG,53,64
1462-170142-0001,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,EMERGING AT EUSTON AT HALF PAST THREE O'CLOCK IN THE AFTERNOON ALEXANDER HAD HIS LUGGAGE SENT TO THE SAVOY AND DROVE AT ONCE TO BEDFORD SQUARE,HALF PAST THREE O'CLOCK IN THE AFTERNOON,TIME,22,62
1462-170142-0001,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,EMERGING AT EUSTON AT HALF PAST THREE O'CLOCK IN THE AFTERNOON ALEXANDER HAD HIS LUGGAGE SENT TO THE SAVOY AND DROVE AT ONCE TO BEDFORD SQUARE,SAVOY,ORG,101,106
1462-170142-0004,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,A COAL FIRE WAS CRACKLING IN THE GRATE AND THE LAMPS WERE LIT FOR IT WAS ALREADY BEGINNING TO GROW DARK OUTSIDE,LAMPS,ORG,47,52
1462-170142-0004,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,A COAL FIRE WAS CRACKLING IN THE GRATE AND THE LAMPS WERE LIT FOR IT WAS ALREADY BEGINNING TO GROW DARK OUTSIDE,LIT,ORG,58,61
1462-170142-0010,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,I'LL DO ANYTHING YOU WISH ME TO BARTLEY SHE SAID TREMULOUSLY,TREMULOUSLY,ORG,49,60
1462-170142-0014,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,ALWAYS BUT IT'S WORSE NOW,ALWAYS,ORG,0,6
1462-170142-0016,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,I AM NOT A MAN WHO CAN LIVE TWO LIVES HE WENT ON FEVERISHLY EACH LIFE SPOILS THE OTHER,TWO,CARDINAL,28,31
1462-170142-0019,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,AT THAT WORD DECEPTION SPOKEN WITH SUCH SELF CONTEMPT THE COLOR FLASHED BACK INTO HILDA'S FACE AS SUDDENLY AS IF SHE HAD BEEN STRUCK BY A WHIPLASH,WHIPLASH,ORG,138,146
1462-170142-0021,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,COULD YOU COULD YOU SIT DOWN AND TALK ABOUT IT QUIETLY BARTLEY AS IF I WERE A FRIEND AND NOT SOME ONE WHO HAD TO BE DEFIED,FRIEND,ORG,78,84
1462-170142-0022,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,HE DROPPED BACK HEAVILY INTO HIS CHAIR BY THE FIRE,FIRE,ORG,46,50
1462-170142-0027,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,SOMETHING OF THEIR TROUBLING SWEETNESS CAME BACK TO ALEXANDER TOO,TOO,ORG,62,65
1462-170142-0033,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170142\1462-170142.trans.txt,BARTLEY LEANED HIS HEAD IN HIS HANDS AND SPOKE THROUGH HIS TEETH,BARTLEY LEANED,ORG,0,14
1462-170145-0000,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,ON THE LAST SATURDAY IN APRIL THE NEW YORK TIMES PUBLISHED AN ACCOUNT OF THE STRIKE COMPLICATIONS WHICH WERE DELAYING ALEXANDER'S NEW JERSEY BRIDGE AND STATED THAT THE ENGINEER HIMSELF WAS IN TOWN AND AT HIS OFFICE ON WEST TENTH STREET,THE NEW YORK TIMES,ORG,30,48
1462-170145-0000,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,ON THE LAST SATURDAY IN APRIL THE NEW YORK TIMES PUBLISHED AN ACCOUNT OF THE STRIKE COMPLICATIONS WHICH WERE DELAYING ALEXANDER'S NEW JERSEY BRIDGE AND STATED THAT THE ENGINEER HIMSELF WAS IN TOWN AND AT HIS OFFICE ON WEST TENTH STREET,ALEXANDER,ORG,118,127
1462-170145-0001,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,OVER THE FIREPLACE THERE WAS A LARGE OLD FASHIONED GILT MIRROR,FIREPLACE,ORG,9,18
1462-170145-0003,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,OF COURSE I KNOW BARTLEY SHE SAID AT LAST THAT AFTER THIS YOU WON'T OWE ME THE LEAST CONSIDERATION BUT WE SAIL ON TUESDAY,TUESDAY,DATE,114,121
1462-170145-0010,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,ALEXANDER SLIPPED HIS ARM ABOUT HER,ALEXANDER SLIPPED,PERSON,0,17
1462-170145-0015,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,I'VE BEEN UP IN CANADA WITH MY BRIDGE AND I ARRANGED NOT TO COME TO NEW YORK UNTIL AFTER YOU HAD GONE,CANADA,GPE,16,22
1462-170145-0015,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,I'VE BEEN UP IN CANADA WITH MY BRIDGE AND I ARRANGED NOT TO COME TO NEW YORK UNTIL AFTER YOU HAD GONE,NEW YORK,GPE,68,76
1462-170145-0016,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,THEN WHEN YOUR MANAGER ADDED TWO MORE WEEKS I WAS ALREADY COMMITTED,TWO,CARDINAL,29,32
1462-170145-0017,C:\Users\shuwu\OneDrive\Desktop\MLDS\text_analytics\LibriSpeech\dev-clean\1462\170145\1462-170145.trans.txt,I'M GOING TO DO WHAT YOU ASKED ME TO DO WHEN YOU WERE IN LONDON,I'M GOING TO DO WHAT,ORG,0,20
